area,x1,x2,y1,y2,x,y,color,label,dim_x,dim_y,dim_x_y_code,device_group,gi,gj
9261.0,2415.0,2562.0,9135.0,9198.0,2488.5,9166.5,#56ae57,35_3,147.0,63.0,147.0_63.0,1,13,3
9261.0,15897.0,16044.0,588.0,651.0,15970.5,619.5,#acc2d9,35_2,147.0,63.0,147.0_63.0,0,10,2
9261.0,3108.0,3255.0,8127.0,8190.0,3181.5,8158.5,#56ae57,35_6,147.0,63.0,147.0_63.0,1,13,4
10584.0,11991.0,12159.0,1344.0,1407.0,12075.0,1375.5,#acc2d9,38_0,168.0,63.0,168.0_63.0,0,16,0
10584.0,2520.0,2646.0,2331.0,2415.0,2583.0,2373.0,#56ae57,37_0,126.0,84.0,126.0_84.0,1,11,0
10584.0,12516.0,12642.0,9177.0,9261.0,12579.0,9219.0,#56ae57,37_1,126.0,84.0,126.0_84.0,1,11,1
10584.0,12873.0,12936.0,1533.0,1701.0,12904.5,1617.0,#acc2d9,36_0,63.0,168.0,63.0_168.0,0,45,0
11025.0,11718.0,11823.0,9009.0,9114.0,11770.5,9061.5,#56ae57,39_0,105.0,105.0,105.0_105.0,1,0,0
11907.0,12768.0,12831.0,8904.0,9093.0,12799.5,8998.5,#56ae57,40_0,63.0,189.0,63.0_189.0,1,51,0
11907.0,11802.0,11865.0,1512.0,1701.0,11833.5,1606.5,#acc2d9,40_1,63.0,189.0,63.0_189.0,0,46,0
12348.0,12621.0,12768.0,1344.0,1428.0,12694.5,1386.0,#acc2d9,41_2,147.0,84.0,147.0_84.0,0,11,0
12348.0,12516.0,12663.0,8127.0,8211.0,12589.5,8169.0,#56ae57,41_1,147.0,84.0,147.0_84.0,1,14,0
12348.0,15603.0,15750.0,420.0,504.0,15676.5,462.0,#acc2d9,41_0,147.0,84.0,147.0_84.0,0,11,1
13230.0,12684.0,12810.0,2352.0,2457.0,12747.0,2404.5,#acc2d9,43_0,126.0,105.0,126.0_105.0,0,3,0
13230.0,11718.0,11823.0,8253.0,8379.0,11770.5,8316.0,#56ae57,42_0,105.0,126.0,105.0_126.0,1,2,0
14112.0,11802.0,11886.0,2163.0,2331.0,11844.0,2247.0,#56ae57,44_0,84.0,168.0,84.0_168.0,1,59,0
14112.0,3381.0,3465.0,2121.0,2289.0,3423.0,2205.0,#56ae57,44_1,84.0,168.0,84.0_168.0,1,59,1
14112.0,14994.0,15162.0,10227.0,10311.0,15078.0,10269.0,#56ae57,45_0,168.0,84.0,168.0_84.0,1,22,0
14112.0,2373.0,2541.0,8085.0,8169.0,2457.0,8127.0,#56ae57,45_1,168.0,84.0,168.0_84.0,1,22,1
14553.0,3003.0,3234.0,2394.0,2457.0,3118.5,2425.5,#56ae57,46_0,231.0,63.0,231.0_63.0,1,38,0
15435.0,17787.0,17934.0,1638.0,1743.0,17860.5,1690.5,#acc2d9,47_0,147.0,105.0,147.0_105.0,0,9,0
15876.0,18249.0,18375.0,8127.0,8253.0,18312.0,8190.0,#acc2d9,48_0,126.0,126.0,126.0_126.0,0,4,0
15876.0,15267.0,15456.0,252.0,336.0,15361.5,294.0,#acc2d9,49_0,189.0,84.0,189.0_84.0,0,20,0
17640.0,15288.0,15456.0,10017.0,10122.0,15372.0,10069.5,#56ae57,50_0,168.0,105.0,168.0_105.0,1,16,0
19845.0,17493.0,17682.0,8589.0,8694.0,17587.5,8641.5,#acc2d9,51_1,189.0,105.0,189.0_105.0,0,17,0
19845.0,18123.0,18312.0,1848.0,1953.0,18217.5,1900.5,#acc2d9,51_5,189.0,105.0,189.0_105.0,0,17,1
19845.0,17409.0,17598.0,1449.0,1554.0,17503.5,1501.5,#acc2d9,51_0,189.0,105.0,189.0_105.0,0,17,2
19845.0,17031.0,17220.0,1239.0,1344.0,17125.5,1291.5,#acc2d9,51_4,189.0,105.0,189.0_105.0,0,17,3
19845.0,16737.0,16926.0,9072.0,9177.0,16831.5,9124.5,#acc2d9,51_3,189.0,105.0,189.0_105.0,0,17,4
19845.0,15624.0,15813.0,9786.0,9891.0,15718.5,9838.5,#56ae57,51_2,189.0,105.0,189.0_105.0,1,23,0
21168.0,15981.0,16149.0,9555.0,9681.0,16065.0,9618.0,#56ae57,52_0,168.0,126.0,168.0_126.0,1,17,0
22050.0,3255.0,3360.0,8127.0,8337.0,3307.5,8232.0,#56ae57,53_0,105.0,210.0,105.0_210.0,1,3,0
24255.0,16611.0,16842.0,1029.0,1134.0,16726.5,1081.5,#acc2d9,54_1,231.0,105.0,231.0_105.0,0,28,0
24255.0,18942.0,19173.0,2331.0,2436.0,19057.5,2383.5,#acc2d9,54_0,231.0,105.0,231.0_105.0,0,28,1
24696.0,17850.0,18018.0,8337.0,8484.0,17934.0,8410.5,#acc2d9,55_1,168.0,147.0,168.0_147.0,0,14,0
24696.0,18963.0,19131.0,7623.0,7770.0,19047.0,7696.5,#acc2d9,55_2,168.0,147.0,168.0_147.0,0,14,1
24696.0,16338.0,16506.0,9303.0,9450.0,16422.0,9376.5,#acc2d9,55_3,168.0,147.0,168.0_147.0,0,14,2
24696.0,17094.0,17262.0,8820.0,8967.0,17178.0,8893.5,#acc2d9,55_0,168.0,147.0,168.0_147.0,0,14,3
26460.0,18564.0,18774.0,7875.0,8001.0,18669.0,7938.0,#acc2d9,56_0,210.0,126.0,210.0_126.0,0,27,0
26460.0,16170.0,16380.0,777.0,903.0,16275.0,840.0,#acc2d9,56_1,210.0,126.0,210.0_126.0,0,27,1
27783.0,18501.0,18690.0,2058.0,2205.0,18595.5,2131.5,#acc2d9,57_0,189.0,147.0,189.0_147.0,0,18,0
28224.0,3192.0,3360.0,9030.0,9198.0,3276.0,9114.0,#56ae57,58_2,168.0,168.0,168.0_168.0,1,18,0
28224.0,2247.0,2415.0,9030.0,9198.0,2331.0,9114.0,#56ae57,58_0,168.0,168.0,168.0_168.0,1,18,1
28224.0,2352.0,2520.0,2247.0,2415.0,2436.0,2331.0,#56ae57,58_1,168.0,168.0,168.0_168.0,1,18,2
28224.0,2352.0,2520.0,1302.0,1470.0,2436.0,1386.0,#56ae57,58_3,168.0,168.0,168.0_168.0,1,18,3
28224.0,3297.0,3465.0,1302.0,1470.0,3381.0,1386.0,#56ae57,58_4,168.0,168.0,168.0_168.0,1,18,4
29106.0,11718.0,11949.0,8127.0,8253.0,11833.5,8190.0,#56ae57,60_1,231.0,126.0,231.0_126.0,1,36,0
29106.0,2247.0,2373.0,8085.0,8316.0,2310.0,8200.5,#56ae57,59_1,126.0,231.0,126.0_231.0,1,9,0
29106.0,12810.0,12936.0,2226.0,2457.0,12873.0,2341.5,#acc2d9,59_0,126.0,231.0,126.0_231.0,0,6,0
29106.0,11802.0,12033.0,2331.0,2457.0,11917.5,2394.0,#56ae57,60_0,231.0,126.0,231.0_126.0,1,36,1
30870.0,11718.0,11928.0,9114.0,9261.0,11823.0,9187.5,#56ae57,61_0,210.0,147.0,210.0_147.0,1,34,0
31752.0,12768.0,12936.0,1344.0,1533.0,12852.0,1438.5,#acc2d9,62_0,168.0,189.0,168.0_189.0,0,15,0
31752.0,12663.0,12831.0,8127.0,8316.0,12747.0,8221.5,#56ae57,62_1,168.0,189.0,168.0_189.0,1,19,0
31752.0,12642.0,12831.0,9093.0,9261.0,12736.5,9177.0,#56ae57,63_1,189.0,168.0,189.0_168.0,1,24,0
31752.0,11802.0,11991.0,1344.0,1512.0,11896.5,1428.0,#acc2d9,63_0,189.0,168.0,189.0_168.0,0,19,0
38808.0,3234.0,3465.0,2289.0,2457.0,3349.5,2373.0,#56ae57,64_0,231.0,168.0,231.0_168.0,1,37,0
43218.0,15603.0,15897.0,504.0,651.0,15750.0,577.5,#acc2d9,65_0,294.0,147.0,294.0_147.0,0,30,0
51597.0,14994.0,15267.0,147.0,336.0,15130.5,241.5,#acc2d9,66_0,273.0,189.0,273.0_189.0,0,29,0
61740.0,14994.0,15288.0,10017.0,10227.0,15141.0,10122.0,#56ae57,67_0,294.0,210.0,294.0_210.0,1,40,0
70560.0,17787.0,18123.0,1743.0,1953.0,17955.0,1848.0,#acc2d9,68_0,336.0,210.0,336.0_210.0,0,33,0
79380.0,17031.0,17409.0,1344.0,1554.0,17220.0,1449.0,#acc2d9,69_0,378.0,210.0,378.0_210.0,0,34,0
82467.0,15624.0,15981.0,9555.0,9786.0,15802.5,9670.5,#56ae57,70_0,357.0,231.0,357.0_231.0,1,42,0
83790.0,17850.0,18249.0,8127.0,8337.0,18049.5,8232.0,#acc2d9,71_0,399.0,210.0,399.0_210.0,0,35,0
92169.0,17094.0,17493.0,8589.0,8820.0,17293.5,8704.5,#acc2d9,72_1,399.0,231.0,399.0_231.0,0,36,0
92169.0,16338.0,16737.0,9072.0,9303.0,16537.5,9187.5,#acc2d9,72_0,399.0,231.0,399.0_231.0,0,36,1
100548.0,18564.0,18963.0,7623.0,7875.0,18763.5,7749.0,#acc2d9,73_0,399.0,252.0,399.0_252.0,0,37,0
101871.0,18501.0,18942.0,2205.0,2436.0,18721.5,2320.5,#acc2d9,74_1,441.0,231.0,441.0_231.0,0,43,0
101871.0,16170.0,16611.0,903.0,1134.0,16390.5,1018.5,#acc2d9,74_0,441.0,231.0,441.0_231.0,0,43,1
116865.0,2247.0,2352.0,1302.0,2415.0,2299.5,1858.5,#56ae57,75_0,105.0,1113.0,105.0_1113.0,1,1,0
191835.0,14994.0,15603.0,336.0,651.0,15298.5,493.5,#acc2d9,76_0,609.0,315.0,609.0_315.0,0,44,0
344862.0,15624.0,16338.0,9072.0,9555.0,15981.0,9313.5,#56ae57,77_0,714.0,483.0,714.0_483.0,1,55,0
349272.0,17094.0,17850.0,8127.0,8589.0,17472.0,8358.0,#acc2d9,78_0,756.0,462.0,756.0_462.0,0,52,0
359856.0,17787.0,18501.0,1953.0,2457.0,18144.0,2205.0,#acc2d9,79_0,714.0,504.0,714.0_504.0,0,51,0
361620.0,16170.0,17031.0,1134.0,1554.0,16600.5,1344.0,#acc2d9,80_0,861.0,420.0,861.0_420.0,0,57,0
785862.0,11802.0,12936.0,651.0,1344.0,12369.0,997.5,#acc2d9,81_0,1134.0,693.0,1134.0_693.0,0,2,0
841428.0,11718.0,12831.0,9261.0,10017.0,12274.5,9639.0,#56ae57,82_0,1113.0,756.0,1113.0_756.0,1,6,0
1307124.0,11718.0,14994.0,10017.0,10416.0,13356.0,10216.5,#56ae57,83_0,3276.0,399.0,3276.0_399.0,1,41,0
1355634.0,2247.0,3360.0,9198.0,10416.0,2803.5,9807.0,#56ae57,84_0,1113.0,1218.0,1113.0_1218.0,1,5,0
1389150.0,15624.0,17094.0,8127.0,9072.0,16359.0,8599.5,#acc2d9,85_0,1470.0,945.0,1470.0_945.0,0,12,0
1460151.0,16170.0,17787.0,1554.0,2457.0,16978.5,2005.5,#acc2d9,86_0,1617.0,903.0,1617.0_903.0,0,13,0
1585836.0,2247.0,3465.0,0.0,1302.0,2856.0,651.0,#56ae57,87_0,1218.0,1302.0,1218.0_1302.0,1,7,0
2077992.0,11802.0,14994.0,0.0,651.0,13398.0,325.5,#acc2d9,88_0,3192.0,651.0,3192.0_651.0,0,31,0
4139226.0,18564.0,19362.0,2436.0,7623.0,18963.0,5029.5,#acc2d9,89_0,798.0,5187.0,798.0_5187.0,0,53,0
4286520.0,2247.0,3003.0,2415.0,8085.0,2625.0,5250.0,#56ae57,90_0,756.0,5670.0,756.0_5670.0,1,56,0
5278770.0,12831.0,15624.0,8127.0,10017.0,14227.5,9072.0,#56ae57,91_0,2793.0,1890.0,2793.0_1890.0,1,39,0
5840604.0,12936.0,16170.0,651.0,2457.0,14553.0,1554.0,#acc2d9,92_0,3234.0,1806.0,3234.0_1806.0,0,32,0
19131462.0,3360.0,11718.0,8127.0,10416.0,7539.0,9271.5,#56ae57,93_0,8358.0,2289.0,8358.0_2289.0,1,58,0
20484009.0,3465.0,11802.0,0.0,2457.0,7633.5,1228.5,#56ae57,94_0,8337.0,2457.0,8337.0_2457.0,1,57,0
23404752.0,0.0,2247.0,0.0,10416.0,1123.5,5208.0,#56ae57,95_0,2247.0,10416.0,2247.0_10416.0,1,35,0
88230870.0,3003.0,18564.0,2457.0,8127.0,10783.5,5292.0,#56ae57,96_0,15561.0,5670.0,15561.0_5670.0,1,15,0
